302600513790101,26AAA,BBB,A,ss,41693802,CCC;
30005137926103,AAA26,BBB,A,ss,41693802,CCC;
302700513790101,27AAA,BBB,A,ss,41693802,CCC;
30005137927103,AAA27,BBB,A,ss,41693802,CCC;
302800513790101,28AAA,BBB,A,ss,41693802,CCC;
30005137928103,AAA28,BBB,A,ss,41693802,CCC;
302900513790101,29AAA,BBB,A,ss,41693802,CCC;
30005137929103,AAA29,BBB,A,ss,41693802,CCC;
303000513790101,30AAA,BBB,A,ss,41693802,CCC;
30005137930103,AAA30,BBB,A,ss,41693802,CCC;
303100513790101,31AAA,BBB,A,ss,41693802,CCC;
30005137931103,AAA31,BBB,A,ss,41693802,CCC;
303200513790101,32AAA,BBB,A,ss,41693802,CCC;
30005137932103,AAA32,BBB,A,ss,41693802,CCC;
303300513790101,33AAA,BBB,A,ss,41693802,CCC;
30005137933103,AAA33,BBB,A,ss,41693802,CCC;
303400513790101,34AAA,BBB,A,ss,41693802,CCC;
30005137934103,AAA34,BBB,A,ss,41693802,CCC;
303500513790101,35AAA,BBB,A,ss,41693802,CCC;
30005137935103,AAA35,BBB,A,ss,41693802,CCC;
303600513790101,36AAA,BBB,A,ss,41693802,CCC;
30005137936103,AAA36,BBB,A,ss,41693802,CCC;
303700513790101,37AAA,BBB,A,ss,41693802,CCC;
30005137937103,AAA37,BBB,A,ss,41693802,CCC;
303800513790101,38AAA,BBB,A,ss,41693802,CCC;
30005137938103,AAA38,BBB,A,ss,41693802,CCC;
303900513790101,39AAA,BBB,A,ss,41693802,CCC;
30005137939103,AAA39,BBB,A,ss,41693802,CCC;
304000513790101,40AAA,BBB,A,ss,41693802,CCC;
30005137940103,AAA40,BBB,A,ss,41693802,CCC;
304100513790101,41AAA,BBB,A,ss,41693802,CCC;
30005137941103,AAA41,BBB,A,ss,41693802,CCC;
304200513790101,42AAA,BBB,A,ss,41693802,CCC;
30005137942103,AAA42,BBB,A,ss,41693802,CCC;
304300513790101,43AAA,BBB,A,ss,41693802,CCC;
30005137943103,AAA43,BBB,A,ss,41693802,CCC;
304400513790101,44AAA,BBB,A,ss,41693802,CCC;
30005137944103,AAA44,BBB,A,ss,41693802,CCC;
304500513790101,45AAA,BBB,A,ss,41693802,CCC;
30005137945103,AAA45,BBB,A,ss,41693802,CCC;
304600513790101,46AAA,BBB,A,ss,41693802,CCC;
30005137946103,AAA46,BBB,A,ss,41693802,CCC;
304700513790101,47AAA,BBB,A,ss,41693802,CCC;
30005137947103,AAA47,BBB,A,ss,41693802,CCC;
304800513790101,48AAA,BBB,A,ss,41693802,CCC;
30005137948103,AAA48,BBB,A,ss,41693802,CCC;
304900513790101,49AAA,BBB,A,ss,41693802,CCC;
30005137949103,AAA49,BBB,A,ss,41693802,CCC;
